energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.538,0.0865,113.521,0.0582,0.417,0.0,4,0.655,2,245507,-12.711,0.472,1,audio_features,spotify:track:1mSClObliRtgPVT399COQH
0.658,0.264,106.799,0.0472,0.648,3.14e-06,4,0.45,2,287307,-7.064,0.781,1,audio_features,spotify:track:0EMmVUYs9ZZRHtlADB88uz
0.851,0.405,128.103,0.0334,0.006,0.0242,4,0.554,6,196800,-10.526,0.96,0,audio_features,spotify:track:0BB9eUBBaaX6GALSYNcEp7
0.779,0.139,140.873,0.0325,0.0025,0.000347,4,0.668,9,245467,-11.089,0.963,1,audio_features,spotify:track:648BMGrt98kUbLo24A4vgj
0.779,0.303,98.7,0.0412,0.0561,0.0905,4,0.702,5,351507,-12.267,0.949,1,audio_features,spotify:track:1vhNjOtmfgoGy4J6ijCUSS
0.706,0.0924,131.705,0.042,0.0752,0.0,4,0.688,2,192867,-7.925,0.842,1,audio_features,spotify:track:0TF3F5Lw5apoD1zvR8LikO
0.706,0.205,80.823,0.0461,0.234,0.000252,4,0.445,8,266720,-9.803,0.768,1,audio_features,spotify:track:43DeSV93pJPT4lCZaWZ6b1
0.792,0.0437,155.588,0.0848,0.00349,0.00178,4,0.336,9,355304,-10.875,0.425,1,audio_features,spotify:track:3IOQZRcEkplCXg6LofKqE9
0.7,0.0828,188.386,0.047,0.011,0.00965,4,0.31,9,255493,-5.678,0.763,1,audio_features,spotify:track:08mG3Y1vljYA6bvDt4Wqkj
0.789,0.108,101.984,0.242,0.113,0.0649,3,0.528,2,281143,-5.453,0.254,1,audio_features,spotify:track:290t0W9FVMFx6GlU0Yppqq
0.983,0.183,179.906,0.149,0.000511,0.0,3,0.33,3,216581,-3.494,0.405,0,audio_features,spotify:track:5Q95r4NzE20g8RR4KxOdPh
0.626,0.0767,88.236,0.0452,0.0606,0.0,4,0.531,0,227693,-13.371,0.746,1,audio_features,spotify:track:0TaT50ZZxT4ytZxuqkE3A9
